"","StationNumber","StationType","MeasurementStartDate","MeasurementEndDate","Number ofSamples","StationStatus"
"","1000013094","Groundwater","17-Oct-2005","17-Oct-2005","1","Not Active"
"","1000013096","Groundwater","21-Sept-2005","21-Sept-2005","2","Not Active"
"","1000013098","Groundwater","19-Sept-2005","06-Sept-2007","4","Not Active"
"","1000013100","Groundwater","10-Oct-2005","10-Oct-2005","2","Not Active"
"","1000013102","Groundwater","04-Oct-2005","04-Oct-2005","2","Not Active"
"","1000013104","Groundwater","28-Sept-2005","28-Sept-2005","2","Not Active"
"","1000013106","Groundwater","28-Sept-2005","28-Sept-2005","2","Not Active"
"","1000013108","Groundwater","05-Oct-2005","03-Oct-2012","4","Not Active"
"","1000013110","Groundwater","27-Sept-2005","27-Sept-2005","2","Not Active"
"","1000013112","Groundwater","02-Oct-2005","02-Oct-2005","2","Not Active"
"","1000013114","Groundwater","22-Sept-2005","22-Sept-2005","2","Not Active"
"","1000013116","Groundwater","25-Sept-2005","25-Sept-2005","2","Not Active"
"","1000013118","Groundwater","05-Oct-2005","05-Oct-2005","2","Not Active"
"","1000013120","Groundwater","14-Sept-2005","14-Sept-2005","2","Not Active"
"","1000013122","Groundwater","30-Aug-2005","30-Aug-2005","2","Not Active"
"","1000013124","Groundwater","11-Sept-2005","11-Sept-2005","2","Not Active"
"","1000013126","Groundwater","08-Sept-2005","08-Sept-2005","2","Not Active"
"","1000013128","Groundwater","20-Sept-2005","20-Sept-2005","2","Not Active"
"","1000013130","Groundwater","22-Sept-2005","22-Sept-2005","2","Not Active"
"","1000013132","Groundwater","14-Sept-2005","14-Sept-2005","2","Not Active"
"","1000013134","Groundwater","16-Sept-2005","16-Sept-2005","2","Not Active"
"","1000013136","Groundwater","18-Sept-2005","18-Sept-2005","2","Not Active"
"","1000013138","Groundwater","18-Sept-2005","18-Sept-2005","2","Not Active"
"","1000013148","Groundwater","19-Sept-2005","19-Sept-2005","2","Not Active"
"","1000013156","Groundwater","14-Oct-2005","14-Oct-2005","2","Not Active"
"","1000013158","Groundwater","18-Oct-2005","18-Oct-2005","2","Not Active"
"","1000013182","Groundwater","20-Oct-2005","20-Oct-2005","2","Not Active"
"","1000013184","Groundwater","14-Oct-2005","19-Oct-2005","2","Not Active"
"","1000013186","Groundwater","17-Oct-2005","17-Oct-2005","2","Not Active"
"","1000013188","Groundwater","13-Oct-2005","13-Oct-2005","2","Not Active"
"","1000013190","Groundwater","14-Oct-2005","14-Oct-2005","2","Not Active"
"","1000013195","Groundwater","08-Nov-2005","08-Nov-2005","3","Not Active"
"","1000013197","Groundwater","08-Nov-2005","08-Nov-2005","3","Not Active"
"","1000013206","Groundwater","21-Dec-2005","20-Jun-2006","13","Not Active"
"","1000013209","Groundwater","07-Dec-2005","07-Feb-2007","33","Not Active"
"","1000013217","Groundwater","12-Dec-2005","20-Jun-2006","14","Not Active"
"","1000013219","Groundwater","07-Dec-2005","20-Jun-2006","16","Not Active"
"","1000013221","Groundwater","07-Dec-2005","20-Jun-2006","16","Not Active"
"","1000013223","Groundwater","07-Dec-2005","20-Jun-2006","13","Not Active"
"","1000013225","Groundwater","07-Dec-2005","17-May-2006","13","Not Active"
"","1000013227","Groundwater","07-Dec-2005","20-Jun-2006","16","Not Active"
"","1000013229","Groundwater","07-Dec-2005","20-Jun-2006","16","Not Active"
"","1000013231","Groundwater","07-Dec-2005","04-Dec-2006","29","Not Active"
"","1000013233","Groundwater","07-Dec-2005","07-Feb-2007","32","Not Active"
"","1000013235","Groundwater","07-Dec-2005","20-Jun-2006","15","Not Active"
"","1000013237","Groundwater","12-Dec-2005","20-Jun-2006","12","Not Active"
"","1000013240","Groundwater","12-Dec-2005","20-Jun-2006","13","Not Active"
"","1000013248","Groundwater","14-Nov-2005","14-Nov-2005","2","Not Active"
"","1000013272","Groundwater","04-Nov-2005","04-Nov-2005","2","Not Active"
"","1000013274","Groundwater","13-Nov-2005","13-Nov-2005","2","Not Active"
"","1000013276","Groundwater","07-Nov-2005","07-Nov-2005","1","Not Active"
"","1000013278","Groundwater","07-Nov-2005","07-Nov-2005","2","Not Active"
"","1000013280","Groundwater","14-Nov-2005","14-Nov-2005","2","Not Active"
"","1000013282","Groundwater","02-Nov-2005","07-Nov-2005","2","Not Active"
"","1000013286","Groundwater","03-Nov-2005","03-Nov-2005","2","Not Active"
"","1000013288","Groundwater","07-Nov-2005","07-Nov-2005","2","Not Active"
"","1000013290","Groundwater","01-Nov-2005","01-Nov-2005","2","Not Active"
"","1000013292","Groundwater","26-Oct-2005","26-Oct-2005","2","Not Active"
"","1000013294","Groundwater","20-Oct-2005","20-Oct-2005","2","Not Active"
"","1000013302","Groundwater","26-Oct-2005","26-Oct-2005","2","Not Active"
"","1000013308","Groundwater","10-Nov-2005","14-Nov-2005","2","Not Active"
"","1000013319","Groundwater","05-Nov-2005","05-Nov-2005","2","Not Active"
"","1000013321","Groundwater","06-Nov-2005","06-Nov-2005","2","Not Active"
"","1000013399","Groundwater","22-Nov-2005","22-Nov-2005","2","Not Active"
"","1000013401","Groundwater","13-Nov-2005","13-Nov-2005","2","Not Active"
"","1000013403","Groundwater","15-Nov-2005","15-Nov-2005","2","Not Active"
"","1000013405","Groundwater","23-Nov-2005","13-Feb-2007","4","Not Active"
"","1000013407","Groundwater","30-Nov-2005","30-Nov-2005","2","Not Active"
"","1000013409","Groundwater","25-Oct-2005","25-Nov-2005","2","Not Active"
"","1000013411","Groundwater","01-Nov-2005","01-Nov-2005","2","Not Active"
"","1000013413","Groundwater","26-Nov-2005","26-Nov-2005","2","Not Active"
"","1000013415","Groundwater","18-Nov-2005","18-Nov-2005","2","Not Active"
"","1000013417","Groundwater","23-Nov-2005","23-Nov-2005","2","Not Active"
"","1000013419","Groundwater","25-Nov-2005","25-Nov-2005","2","Not Active"
"","1000013421","Groundwater","23-Nov-2005","23-Nov-2005","2","Not Active"
"","1000013423","Groundwater","17-Nov-2005","17-Nov-2005","2","Not Active"
"","1000013425","Groundwater","20-Nov-2005","20-Nov-2005","2","Not Active"
"","1000013427","Groundwater","26-Nov-2005","26-Nov-2005","2","Not Active"
"","1000013429","Groundwater","02-Nov-2005","02-Nov-2005","2","Not Active"
"","1000013431","Groundwater","18-Nov-2005","18-Nov-2005","2","Not Active"
"","1000013433","Groundwater","18-Nov-2005","18-Nov-2005","2","Not Active"
"","1000013435","Groundwater","02-Nov-2005","02-Nov-2005","2","Not Active"
"","1000013437","Groundwater","16-Nov-2005","16-Nov-2005","2","Not Active"
"","1000013439","Groundwater","05-Nov-2005","05-Nov-2005","2","Not Active"
"","1000013441","Groundwater","26-Nov-2005","26-Sept-2007","4","Not Active"
"","1000013443","Groundwater","09-Nov-2005","09-Nov-2005","2","Not Active"
"","1000013445","Groundwater","18-Nov-2005","18-Nov-2005","2","Not Active"
"","1000013447","Groundwater","23-Nov-2005","23-Nov-2005","2","Not Active"
"","1000013449","Groundwater","22-Nov-2005","22-Nov-2005","2","Not Active"
"","1000013451","Groundwater","28-Nov-2005","28-Nov-2005","2","Not Active"
"","1000013453","Groundwater","11-Nov-2005","11-Nov-2005","2","Not Active"
"","1000013455","Groundwater","07-Nov-2005","07-Nov-2005","2","Not Active"
"","1000013459","Groundwater","07-Dec-2005","28-Jun-2006","4","Not Active"
"","1000013461","Groundwater","07-Dec-2005","28-Jun-2006","4","Not Active"
"","1000013463","Groundwater","07-Dec-2005","28-Jun-2006","4","Not Active"
"","1000013465","Groundwater","07-Dec-2005","16-Jul-2008","6","Not Active"
"","1000013467","Groundwater","06-Dec-2005","27-Jun-2006","4","Not Active"
"","1000013469","Groundwater","07-Dec-2005","28-Jun-2006","4","Not Active"
"","1000013471","Groundwater","07-Dec-2005","27-Jun-2006","4","Not Active"
"","1000013473","Groundwater","06-Dec-2005","27-Jun-2006","4","Not Active"
"","1000013475","Groundwater","06-Dec-2005","27-Jun-2006","4","Not Active"
"","1000013477","Groundwater","07-Dec-2005","27-Jun-2006","4","Not Active"
"","1000013479","Groundwater","23-Nov-2005","20-Sept-2014","3","Not Active"
"","1000013481","Groundwater","20-Nov-2005","20-Nov-2005","2","Not Active"
"","1000013483","Groundwater","14-Nov-2005","14-Nov-2005","2","Not Active"
"","1000013485","Groundwater","06-Nov-2005","27-Jun-2006","4","Not Active"
"","1000013487","Groundwater","06-Dec-2005","27-Jun-2006","4","Not Active"
"","1000013489","Groundwater","06-Dec-2005","27-Jun-2006","4","Not Active"
"","1000013491","Groundwater","29-Nov-2005","28-Jun-2006","4","Not Active"
"","1000013493","Groundwater","24-Nov-2005","24-Nov-2005","2","Not Active"
"","1000013495","Groundwater","13-Nov-2005","13-Nov-2005","2","Not Active"
"","1000013497","Groundwater","26-Nov-2005","26-Nov-2005","2","Not Active"
"","1000013519","River","06-Dec-2005","06-Dec-2005","2","Not Active"
"","1000013521","River","06-Dec-2005","06-Dec-2005","2","Not Active"
"","1000013551","Groundwater","18-Nov-2005","18-Nov-2005","2","Not Active"
"","1000013553","Groundwater","19-Nov-2005","19-Nov-2005","2","Not Active"
"","1000013555","Groundwater","18-Nov-2005","18-Nov-2005","2","Not Active"
"","1000013557","Groundwater","21-Nov-2005","21-Nov-2005","2","Not Active"
"","1000013559","Groundwater","24-Nov-2005","24-Nov-2005","2","Not Active"
"","1000013561","Groundwater","15-Dec-2005","15-Dec-2005","2","Not Active"
"","1000013563","Groundwater","15-Dec-2005","15-Dec-2005","2","Not Active"
"","1000013565","Groundwater","30-Nov-2005","30-Nov-2005","2","Not Active"
"","1000013567","Groundwater","02-Dec-2005","02-Dec-2005","2","Not Active"
"","1000013569","Groundwater","04-Dec-2005","04-Dec-2005","2","Not Active"
"","1000013571","Groundwater","05-Dec-2005","05-Dec-2005","2","Not Active"
"","1000014046","Groundwater","21-Mar-2006","30-Jun-2013","4","Not Active"
"","1000014052","Groundwater","29-Mar-2006","29-Mar-2006","2","Not Active"
"","1000014054","Groundwater","27-Mar-2006","03-Sept-2014","3","Not Active"
"","1000014055","Groundwater","06-Mar-2006","17-Mar-2006","4","Not Active"
"","1000014056","Groundwater","13-Mar-2006","13-Mar-2006","2","Not Active"
"","1000014060","Groundwater","05-Apr-2006","05-Apr-2006","2","Not Active"
"","1000014282","Groundwater","08-Apr-2006","08-Apr-2006","2","Not Active"
"","1000014283","Groundwater","02-Apr-2006","03-Jan-2014","4","Not Active"
"","1000014284","Groundwater","08-Apr-2006","08-Apr-2006","2","Not Active"
"","1000014285","Groundwater","10-Mar-2006","22-Mar-2006","2","Not Active"
"","1000014286","Groundwater","07-Mar-2006","07-Mar-2006","2","Not Active"
"","1000014287","Groundwater","02-Mar-2006","02-Mar-2006","1","Not Active"
"","1000014288","Groundwater","07-Mar-2006","07-Mar-2006","1","Not Active"
"","1000014289","Groundwater","26-Mar-2006","26-Mar-2006","2","Not Active"
"","1000014290","Groundwater","03-Mar-2006","03-Mar-2006","1","Not Active"
"","1000014291","Groundwater","25-Mar-2006","25-Mar-2006","1","Not Active"
"","1000014292","Groundwater","01-Mar-2006","01-Mar-2006","2","Not Active"
"","1000014293","Groundwater","28-Mar-2006","28-Mar-2006","1","Not Active"
"","1000014294","Groundwater","31-Mar-2006","31-Mar-2006","2","Not Active"
"","1000014326","Groundwater","25-Mar-2006","25-Mar-2006","2","Not Active"
"","1000014327","Groundwater","03-Mar-2006","03-Mar-2006","2","Not Active"
"","1000014333","Groundwater","31-Mar-2006","31-Mar-2006","2","Not Active"
"","1000014334","Groundwater","05-Mar-2006","07-Mar-2006","2","Not Active"
"","1000014335","Groundwater","09-Mar-2006","09-Mar-2006","2","Not Active"
"","1000014336","Groundwater","06-Mar-2006","06-Mar-2006","1","Not Active"
"","1000014337","Groundwater","17-Mar-2006","17-Mar-2006","2","Not Active"
"","1000014338","Groundwater","14-Mar-2006","14-Mar-2006","2","Not Active"
"","1000014339","Groundwater","19-Mar-2006","19-Mar-2006","2","Not Active"
"","1000014340","Groundwater","15-Mar-2006","15-Mar-2006","2","Not Active"
"","1000014341","Groundwater","11-Mar-2006","11-Mar-2006","2","Not Active"
"","1000014342","Groundwater","24-Mar-2006","24-Mar-2006","2","Not Active"
"","1000014343","Groundwater","27-Mar-2006","27-Mar-2006","2","Not Active"
"","1000014344","Groundwater","17-Mar-2006","17-Mar-2006","2","Not Active"
"","1000014345","Groundwater","26-Mar-2006","26-Mar-2006","2","Not Active"
"","1000014346","Groundwater","29-Mar-2006","29-Mar-2006","2","Not Active"
"","1000014347","Groundwater","10-Mar-2006","10-Mar-2006","2","Not Active"
"","1000014348","Groundwater","02-Mar-2006","02-Mar-2006","2","Not Active"
"","1000014349","Groundwater","03-Mar-2006","03-Mar-2006","2","Not Active"
"","1000014350","Groundwater","31-Mar-2006","31-Mar-2006","2","Not Active"
"","1000014351","Groundwater","01-Mar-2006","01-Mar-2006","2","Not Active"
"","1000014352","Groundwater","25-Mar-2006","26-Mar-2006","2","Not Active"
"","1000014353","Groundwater","29-Mar-2006","29-Mar-2006","2","Not Active"
"","1000014354","Groundwater","23-Mar-2006","23-Mar-2006","2","Not Active"
"","1000014355","Groundwater","12-Mar-2006","28-Mar-2006","4","Not Active"
"","1000014356","Groundwater","18-Mar-2006","18-Mar-2006","2","Not Active"
"","1000014357","Groundwater","16-Mar-2006","16-Mar-2006","1","Not Active"
"","1000014358","Groundwater","16-Mar-2006","16-Mar-2006","2","Not Active"
"","1000014359","Groundwater","18-Mar-2006","18-Mar-2006","1","Not Active"
"","1000014360","Groundwater","21-Mar-2006","21-Mar-2006","1","Not Active"
"","1000014361","Groundwater","27-Mar-2006","27-Mar-2006","2","Not Active"
"","1000014362","Groundwater","25-Mar-2006","25-Mar-2006","2","Not Active"
"","1000014363","Groundwater","28-Mar-2006","28-Mar-2006","2","Not Active"
"","1000014364","Groundwater","11-Mar-2006","11-Mar-2006","2","Not Active"
"","1000014365","Groundwater","27-Mar-2006","27-Mar-2006","2","Not Active"
"","1000014366","Groundwater","28-Mar-2006","28-Mar-2006","2","Not Active"
"","1000014367","Groundwater","30-Mar-2006","30-Mar-2006","2","Not Active"
"","1000014368","Groundwater","23-Mar-2006","15-Nov-2012","4","Not Active"
"","1000014369","Groundwater","23-Mar-2006","23-Mar-2006","2","Not Active"
"","1000014370","Groundwater","25-Mar-2006","25-Mar-2006","2","Not Active"
"","1000014371","Groundwater","19-Mar-2006","19-Mar-2006","2","Not Active"
"","1000014372","Groundwater","24-Mar-2006","24-Mar-2006","2","Not Active"
"","1000014373","Groundwater","09-Mar-2006","09-Mar-2006","2","Not Active"
"","1000014374","Groundwater","13-Mar-2006","13-Mar-2006","1","Not Active"
"","1000014375","Groundwater","26-Mar-2006","26-Mar-2006","2","Not Active"
"","1000014376","Groundwater","05-Apr-2006","05-Apr-2006","2","Not Active"
"","1000014377","Groundwater","17-Mar-2006","17-Mar-2006","2","Not Active"
"","1000014378","Groundwater","07-Mar-2006","07-Mar-2006","2","Not Active"
"","1000014379","Groundwater","22-Mar-2006","22-Mar-2006","2","Not Active"
"","1000014380","Groundwater","18-Mar-2006","18-Mar-2006","2","Not Active"
"","1000014381","Groundwater","05-Mar-2006","05-Mar-2006","2","Not Active"
"","1000014391","Groundwater","17-Mar-2006","17-Mar-2006","2","Not Active"
"","1000014392","Groundwater","27-Mar-2006","27-Mar-2006","2","Not Active"
"","1000014393","Groundwater","07-Mar-2006","07-Mar-2006","2","Not Active"
"","1000014395","Groundwater","21-Mar-2006","21-Mar-2006","2","Not Active"
"","1000014396","Groundwater","03-Mar-2006","13-Mar-2006","2","Not Active"
"","1000014397","Groundwater","23-Mar-2006","23-Mar-2006","2","Not Active"
"","1000014398","Groundwater","11-Mar-2006","11-Mar-2006","2","Not Active"
"","1000014399","Groundwater","07-Mar-2006","07-Mar-2006","2","Not Active"
"","1000014400","Groundwater","09-Mar-2006","09-Mar-2006","2","Not Active"
"","1000014401","Groundwater","30-Mar-2006","30-Mar-2006","2","Not Active"
"","1000014402","Groundwater","18-Mar-2006","18-Mar-2006","2","Not Active"
"","1000014403","Groundwater","19-Mar-2006","19-Mar-2006","2","Not Active"
"","1000014404","Groundwater","24-Mar-2006","24-Mar-2006","2","Not Active"
"","1000014405","Groundwater","14-Mar-2006","14-Mar-2006","2","Not Active"
"","1000014406","Groundwater","22-Mar-2006","22-Mar-2006","1","Not Active"
"","1000014407","Groundwater","03-Mar-2006","03-Mar-2006","1","Not Active"
"","1000014408","Groundwater","27-Mar-2006","27-Mar-2006","2","Not Active"
"","1000014409","Groundwater","12-Mar-2006","12-Mar-2006","2","Not Active"
"","1000014410","Groundwater","09-Mar-2006","09-Mar-2006","2","Not Active"
"","1000014411","Groundwater","12-Mar-2006","12-Mar-2006","2","Not Active"
"","1000014412","Groundwater","23-Mar-2006","23-Mar-2006","2","Not Active"
"","1000014413","Groundwater","07-Apr-2006","07-Apr-2006","2","Not Active"
"","1000014414","Groundwater","09-Apr-2006","09-Apr-2006","2","Not Active"
"","1000014415","Groundwater","08-Mar-2006","08-Mar-2006","2","Not Active"
"","1000014416","Groundwater","05-Mar-2006","05-Mar-2006","2","Not Active"
"","1000014417","Groundwater","01-Mar-2006","17-Mar-2006","4","Not Active"
"","1000014418","Groundwater","09-Mar-2006","09-Mar-2006","2","Not Active"
"","1000014419","Groundwater","10-Mar-2006","10-Mar-2006","2","Not Active"
"","1000014420","Groundwater","30-Mar-2006","30-Mar-2006","2","Not Active"
"","1000014421","Groundwater","03-Mar-2006","30-Mar-2006","2","Not Active"
"","1000014422","Groundwater","11-Mar-2006","11-Mar-2006","2","Not Active"
"","1000014423","Groundwater","23-Mar-2006","23-Mar-2006","2","Not Active"
"","1000014424","Groundwater","25-Mar-2006","03-Oct-2012","4","Not Active"
"","1000014425","Groundwater","23-Mar-2006","23-Mar-2006","2","Not Active"
"","1000014426","Groundwater","23-Mar-2006","23-Mar-2006","2","Not Active"
"","1000014427","Groundwater","28-Mar-2006","01-Jul-2006","4","Not Active"
"","1000014428","Groundwater","07-Mar-2006","07-Mar-2006","2","Not Active"
"","1000014429","Groundwater","16-Mar-2006","16-Mar-2006","2","Not Active"
"","1000014430","Groundwater","15-Mar-2006","15-Mar-2006","2","Not Active"
"","1000014431","Groundwater","11-Mar-2006","11-Mar-2006","2","Not Active"
"","1000014432","Groundwater","12-Mar-2006","12-Mar-2006","2","Not Active"
"","1000014433","Groundwater","10-Mar-2006","10-Mar-2006","2","Not Active"
"","1000014434","Groundwater","08-Mar-2006","08-Mar-2006","2","Not Active"
"","1000014435","Groundwater","04-Mar-2006","04-Mar-2006","2","Not Active"
"","1000014436","Groundwater","03-Mar-2006","03-Mar-2006","2","Not Active"
"","1000014437","Groundwater","02-Mar-2006","02-Mar-2006","2","Not Active"
"","1000014438","Groundwater","01-Mar-2006","01-Mar-2006","2","Not Active"
"","1000014439","Groundwater","09-Mar-2006","09-Mar-2006","2","Not Active"
"","1000014440","Groundwater","12-Mar-2006","12-Mar-2006","2","Not Active"
"","1000014441","Groundwater","04-Apr-2006","14-Apr-2006","2","Not Active"
"","1000014442","Groundwater","25-Mar-2006","25-Mar-2006","2","Not Active"
"","1000014443","Groundwater","04-Apr-2006","04-Apr-2006","2","Not Active"
"","1000014444","Groundwater","17-Mar-2006","17-Mar-2006","2","Not Active"
"","1000014445","Groundwater","14-Mar-2006","14-Mar-2006","2","Not Active"
"","1000014446","Groundwater","05-Apr-2006","05-Apr-2006","2","Not Active"
"","1000014447","Groundwater","18-Mar-2006","18-Mar-2006","2","Not Active"
"","1000014449","Groundwater","18-Mar-2006","18-Mar-2006","2","Not Active"
"","1000014450","Groundwater","21-Mar-2006","21-Mar-2006","2","Not Active"
"","1000014452","Groundwater","22-Mar-2006","22-Mar-2006","2","Not Active"
"","1000014453","Groundwater","28-Feb-2006","28-Mar-2006","2","Not Active"
"","1000014454","Groundwater","02-Mar-2006","02-Mar-2006","2","Not Active"
"","1000014455","Groundwater","17-Mar-2006","17-Mar-2006","2","Not Active"
"","1000014456","Groundwater","21-Mar-2006","21-Mar-2006","2","Not Active"
"","1000014496","Groundwater","07-Apr-2006","07-Apr-2006","2","Not Active"
"","1000014580","Groundwater","19-Apr-2006","13-Jun-2006","8","Not Active"
"","1000014658","Groundwater","08-Jul-2006","08-Jul-2006","2","Not Active"
"","1000014659","Groundwater","10-Jul-2006","10-Jul-2006","2","Not Active"
"","1000014660","Groundwater","06-Jul-2006","06-Jul-2006","2","Not Active"
"","1000014661","Groundwater","06-Jul-2006","06-Jul-2006","2","Not Active"
"","1000014662","Groundwater","04-Jul-2006","04-Jul-2006","2","Not Active"
"","1000014663","Groundwater","06-Jul-2006","06-Jul-2006","2","Not Active"
"","1000014664","Groundwater","24-Jul-2006","18-Jan-2014","4","Not Active"
"","1000014665","Groundwater","12-Jul-2006","12-Jul-2006","2","Not Active"
"","1000014666","Groundwater","03-Jul-2006","03-Jul-2006","2","Not Active"
"","1000014667","Groundwater","03-Jul-2006","03-Jul-2006","2","Not Active"
"","1000014668","Groundwater","25-Jul-2006","03-Jan-2014","4","Not Active"
"","1000014669","Groundwater","25-Jul-2006","25-Jul-2006","2","Not Active"
"","1000014670","Groundwater","09-Jun-2006","22-Jul-2006","4","Not Active"
"","1000014671","Groundwater","22-Jul-2006","01-Aug-2014","4","Not Active"
"","1000014672","Groundwater","23-Jul-2006","23-Jul-2006","2","Not Active"
"","1000014673","Groundwater","03-Jul-2006","05-Nov-2012","4","Not Active"
"","1000014674","Groundwater","12-Jul-2006","12-Jul-2006","2","Not Active"
"","1000014675","Groundwater","20-Jul-2006","05-Jan-2014","4","Not Active"
"","1000014676","Groundwater","06-Jul-2006","06-Jul-2006","2","Not Active"
"","1000014677","Groundwater","02-Jul-2006","02-Jul-2006","2","Not Active"
"","1000014678","Groundwater","28-Jul-2006","28-Jul-2006","2","Not Active"
"","1000014679","Groundwater","20-Jun-2006","20-Jun-2006","2","Not Active"
"","1000014706","Groundwater","10-May-2006","10-Jul-2006","2","Not Active"
"","1000014707","Groundwater","25-Jul-2006","25-Jul-2006","2","Not Active"
"","1000014708","Groundwater","22-Jun-2006","22-Jun-2006","2","Not Active"
"","1000014709","Groundwater","27-Jun-2006","27-Jun-2006","2","Not Active"
"","1000014710","Groundwater","23-Jun-2006","23-Jun-2006","2","Not Active"
"","1000014711","Groundwater","15-Jul-2006","15-Jul-2006","2","Not Active"
"","1000014712","Groundwater","25-Jul-2006","25-Jul-2006","2","Not Active"
"","1000014713","Groundwater","27-Jul-2006","27-Jul-2006","2","Not Active"
"","1000014714","Groundwater","10-Jun-2006","16-Jun-2006","2","Not Active"
"","1000014715","Groundwater","16-Jun-2006","16-Jun-2006","2","Not Active"
"","1000014716","Groundwater","17-Jun-2006","17-Jun-2006","2","Not Active"
"","1000014717","Groundwater","12-Jun-2006","12-Jun-2006","2","Not Active"
"","1000014718","Groundwater","26-Jul-2006","26-Jul-2006","2","Not Active"
"","1000014719","Groundwater","27-Jul-2006","27-Jul-2006","2","Not Active"
"","1000014720","Groundwater","18-Jun-2006","18-Jun-2006","2","Not Active"
"","1000014750","Groundwater","23-Jul-2006","23-Jul-2006","2","Not Active"
"","1000014751","Groundwater","19-Jul-2006","19-Jul-2006","2","Not Active"
"","1000014752","Groundwater","18-Jul-2006","18-Jul-2006","2","Not Active"
"","1000014753","Groundwater","09-Jun-2006","09-Jun-2006","2","Not Active"
"","1000014754","Groundwater","29-Jul-2006","29-Jul-2006","2","Not Active"
"","1000014755","Groundwater","16-Jun-2006","16-Jun-2006","2","Not Active"
"","1000014756","Groundwater","20-Jun-2006","20-Jun-2006","2","Not Active"
"","1000014757","Groundwater","17-Jun-2006","17-Jun-2006","2","Not Active"
"","1000014758","Groundwater","16-Jun-2006","16-Jun-2006","2","Not Active"
"","1000014759","Groundwater","21-Jun-2006","21-Jun-2006","2","Not Active"
"","1000014760","Groundwater","25-Jun-2006","25-Jun-2006","2","Not Active"
"","1000014761","Groundwater","06-Jul-2006","16-Jul-2006","2","Not Active"
"","1000014762","Groundwater","18-Jul-2006","18-Jul-2006","2","Not Active"
"","1000014763","Groundwater","26-Jul-2006","26-Jul-2006","2","Not Active"
"","1000014764","Groundwater","26-Jul-2006","26-Jul-2006","2","Not Active"
"","1000014765","Groundwater","28-Jul-2006","28-Jul-2006","2","Not Active"
"","1000014766","Groundwater","24-Jul-2006","30-Jul-2006","4","Not Active"
"","1000014767","Groundwater","13-Jun-2006","13-Jun-2006","2","Not Active"
"","1000014768","Groundwater","07-Jun-2006","07-Jun-2006","2","Not Active"
"","1000014769","Groundwater","29-Jul-2006","29-Jul-2006","2","Not Active"
"","1000014770","Groundwater","06-Jul-2006","15-Jul-2006","2","Not Active"
"","1000014793","Groundwater","21-Jul-2006","21-Jul-2006","2","Not Active"
"","1000014927","Groundwater","12-Jul-2006","12-Jul-2006","2","Not Active"
"","1000014930","Groundwater","30-Jul-2006","30-Jul-2006","2","Not Active"
"","1000014931","Groundwater","27-Jul-2006","27-Jul-2006","2","Not Active"
"","1000014932","Groundwater","06-Jul-2006","06-Jul-2006","2","Not Active"
"","1000014933","Groundwater","22-Jul-2006","09-Jan-2014","4","Not Active"
"","1000014934","Groundwater","24-Jul-2006","24-Jul-2006","2","Not Active"
"","1000014935","Groundwater","06-Jun-2006","06-Jun-2006","2","Not Active"
"","1000014936","Groundwater","20-Jul-2006","20-Jul-2006","2","Not Active"
"","1000014937","Groundwater","22-Jul-2006","22-Jul-2006","2","Not Active"
"","1000014938","Groundwater","25-Jul-2006","25-Jul-2006","2","Not Active"
"","1000014939","Groundwater","10-Jul-2006","10-Jul-2006","2","Not Active"
"","1000014940","Groundwater","23-Jul-2006","23-Jul-2006","2","Not Active"
"","1000014942","Groundwater","03-Jun-2006","03-Jun-2006","2","Not Active"
"","1000014944","Groundwater","26-Jul-2006","26-Jul-2006","2","Not Active"
"","1000014945","Groundwater","30-Jul-2006","30-Jul-2006","2","Not Active"
"","1000014946","Groundwater","11-Jul-2006","11-Jul-2006","2","Not Active"
"","1000014947","Groundwater","21-Jul-2006","21-Jul-2006","2","Not Active"
"","1000014948","Groundwater","13-Jul-2006","13-Jul-2006","2","Not Active"
"","1000014949","Groundwater","12-Jul-2006","12-Jul-2006","2","Not Active"
"","1000014950","Groundwater","29-Jul-2006","29-Jul-2006","2","Not Active"
"","1000014951","Groundwater","30-Jul-2006","30-Jul-2006","2","Not Active"
"","1000014952","Groundwater","02-Jun-2006","02-Jun-2006","2","Not Active"
"","1000014953","Groundwater","05-Jul-2006","05-Jul-2006","2","Not Active"
"","1000014954","Groundwater","27-Jul-2006","27-Jul-2006","2","Not Active"
"","1000014955","Groundwater","27-Jul-2006","27-Jul-2006","2","Not Active"
"","1000014957","Groundwater","28-Jul-2006","28-Jul-2006","2","Not Active"
"","1000014968","Groundwater","09-Jun-2006","09-Jun-2006","2","Not Active"
"","1000014974","Groundwater","23-Jul-2006","23-Jul-2006","1","Not Active"
"","1000015082","Groundwater","10-Jun-2006","10-Jun-2006","2","Not Active"
"","1000015085","Groundwater","17-Jul-2006","17-Jul-2006","2","Not Active"
"","1000015211","Groundwater","08-May-2006","11-Jun-2013","4","Not Active"
"","1000015212","Groundwater","30-Jul-2006","30-Jul-2006","2","Not Active"
"","1000015213","Groundwater","01-Jul-2006","01-Jul-2006","2","Not Active"
"","1000015214","Groundwater","03-Jul-2006","03-Jul-2006","2","Not Active"
"","1000015215","Groundwater","05-Jul-2006","27-Sept-2010","9","Not Active"
"","1000015216","Groundwater","13-Jul-2006","05-Feb-2014","3","Not Active"
"","1000015217","Groundwater","07-Jul-2006","07-Jul-2006","2","Not Active"
"","1000015218","Groundwater","01-Jul-2006","01-Jul-2006","2","Not Active"
"","1000015219","Groundwater","01-Jul-2006","09-Jul-2006","2","Not Active"
